0.000000000000000000e+00 4.509803921568627527e-01 3.844102564102563901e-01 3.893840364428599599e-01 4.211476725521669517e-01 4.430403982385602291e-01 4.619929105947223058e-01 4.983342587451415895e-01 5.223367697594502035e-01 5.556946182728410566e-01
4.449093444909344441e-01 3.826425933524825740e-01 3.793826219512195230e-01 4.099836333878886796e-01 4.330858557015039301e-01 4.427737484521492850e-01 4.689254960688880591e-01 4.903932082216264643e-01 5.217669654289373016e-01 5.440140845070422504e-01
3.838362959900785687e-01 3.765258215962441479e-01 3.933267909715407185e-01 4.229805282436861491e-01 4.295070665287831768e-01 4.545616219100124256e-01 4.760293288212070206e-01 4.948175787728026354e-01 5.169381949831911571e-01 5.477427087495005953e-01
3.767652042929768297e-01 3.824528301886792603e-01 4.174102716636922672e-01 4.299345182413470412e-01 4.372747554487729782e-01 4.646153846153845968e-01 4.832036439552097051e-01 5.071621341083661916e-01 5.196538936959208543e-01 5.441585535465924828e-01
3.811398575178102655e-01 3.985065828257025045e-01 4.245030581039755391e-01 4.305870057481275270e-01 4.522058823529411797e-01 4.731716280779125205e-01 4.931000971817298129e-01 5.137849967941867657e-01 5.247850278199291951e-01 5.485127478753540897e-01
3.890473474044495172e-01 4.162781662781662728e-01 4.274268678964039392e-01 4.340200919461944529e-01 4.593402716528488527e-01 4.798281658573029240e-01 5.024975024975024684e-01 5.186485300570425894e-01 5.289426292770774696e-01 5.499643112062811978e-01
4.039177277179236136e-01 4.245607333842628117e-01 4.360874397925157409e-01 4.468788036863154400e-01 4.702228717573986305e-01 4.884881043745203377e-01 5.113824503311258374e-01 5.233288470165993189e-01 5.313720385316323958e-01 5.498392282958198818e-01
4.201827727007583224e-01 4.266294227188082155e-01 4.314193218606235947e-01 4.555185120196525439e-01 4.751707587225401652e-01 4.982234504540071218e-01 5.124577702702702853e-01 5.268792710706150517e-01 5.323213818372153350e-01 5.493716337522441817e-01
4.249520153550863655e-01 4.377819548872180500e-01 4.430401662049861522e-01 4.652802893309222476e-01 4.836884782198755395e-01 5.021148036253776370e-01 5.136471093917902575e-01 5.245525470399265977e-01 5.330015715034048807e-01 5.503235082674334810e-01
4.264404251351855413e-01 4.312885538039753497e-01 4.518894331700489819e-01 4.709866373787296445e-01 4.915386111651429690e-01 5.106735751295337078e-01 5.130718954248365549e-01 5.237330887411144609e-01 5.337181842036210488e-01 5.495333811916726097e-01
