0.000000000000000000e+00 1.847389558232931661e-01 4.901268471295933127e-01 5.027490090781230325e-01 5.412583806085611293e-01 5.788617886178861749e-01 5.977070063694267521e-01 5.632256040163162725e-01 4.425036390101892425e-01 2.486698403808456914e-01
1.828604184580109038e-01 4.878367773999476853e-01 4.965087281795511065e-01 5.232375979112271480e-01 5.669781931464173974e-01 5.941839762611276221e-01 6.174513187084051946e-01 6.056843267108167339e-01 5.529172320217096148e-01 4.142091152815013388e-01
4.880420499342969509e-01 4.952451525256267861e-01 5.094699377145036623e-01 5.513255434099760821e-01 5.812922789829717551e-01 6.089338892197736497e-01 6.258806080830552343e-01 6.284886782517113968e-01 6.021991263744539413e-01 5.198104265402843094e-01
4.951132005443523720e-01 5.022299306243805939e-01 5.387076135636595930e-01 5.662190464457311778e-01 5.926270496569367996e-01 6.187778715198264390e-01 6.332545703270737736e-01 6.438265911187244228e-01 6.166935602171043085e-01 5.541784702549574781e-01
5.016037503084135318e-01 5.159648899631090746e-01 5.549725137431283928e-01 5.807588394220604133e-01 6.089108910891088966e-01 6.269783296810323980e-01 6.408993305545029884e-01 6.452825124144410118e-01 6.170086232530478387e-01 5.536097212294496250e-01
5.095255883451624834e-01 5.411616161616161769e-01 5.637056149404103822e-01 5.897050318102949884e-01 6.169885084705604150e-01 6.322914102879645393e-01 6.467789636106467954e-01 6.450204638472032403e-01 6.175101366571557060e-01 5.529242913527090408e-01
5.235495747111844622e-01 5.551948051948052409e-01 5.762545899632802726e-01 6.030740349642145226e-01 6.243026922144070401e-01 6.377755511022044077e-01 6.499210941609678827e-01 6.453665283540802600e-01 6.172690155753818297e-01 5.525040387722132129e-01
5.460518003790271191e-01 5.627609923851633056e-01 5.860432820275430776e-01 6.129146499822925032e-01 6.286481865917694645e-01 6.440418474100535473e-01 6.465103889184870001e-01 6.459089639765428492e-01 6.170180494463824994e-01 5.506568292244016227e-01
5.547481834126785083e-01 5.756302521008402895e-01 5.987365465605989368e-01 6.198506384003854564e-01 6.352941176470587870e-01 6.444358278402481099e-01 6.437710437710437716e-01 6.412342215988779959e-01 6.176024279210925449e-01 5.513143680230464527e-01
5.622618315918869181e-01 5.848048327137546076e-01 6.086239396795476431e-01 6.248937462052216452e-01 6.386958170099835685e-01 6.486771093852836678e-01 6.397718011409943006e-01 6.404037571849151567e-01 6.179553395108613456e-01 5.509175962576465801e-01
