9.313283456374176206e-01 9.295942129514938035e-01 9.034088093940444431e-01 9.036565426348907026e-01 9.118565129069018393e-01 9.165882178070653419e-01 9.217658425407521117e-01 9.310310657484021091e-01 9.335827181291185273e-01 9.335331714809492754e-01
9.293712530347322254e-01 9.029876628846058573e-01 8.999653173462814904e-01 9.095278204429469993e-01 9.139126988059257384e-01 9.153000049546647920e-01 9.231036020413219134e-01 9.291978397661397882e-01 9.346975177129267509e-01 9.350443442501115143e-01
9.034831293662983764e-01 8.987514244661348739e-01 9.043997423574294814e-01 9.115344596938017574e-01 9.110637665361938087e-01 9.186691770301739224e-01 9.250111479958380567e-01 9.300896794331863227e-01 9.345736510925035656e-01 9.372491700936431691e-01
8.989000644106426297e-01 9.004607838279740095e-01 9.106921666749244748e-01 9.127731258980329443e-01 9.132190457315562115e-01 9.216419759203290374e-01 9.269434672744388815e-01 9.330377049992567562e-01 9.352673041668730924e-01 9.376207699549125030e-01
8.999157706981122384e-01 9.057375018579992831e-01 9.117574196105633355e-01 9.115840063419710093e-01 9.178021106872119583e-01 9.240945350047069518e-01 9.295694396274092330e-01 9.345241044443343137e-01 9.361839171580043084e-01 9.381162364366050221e-01
9.024178764306595157e-01 9.099737402764702665e-01 9.120299261754942766e-01 9.121290194718327804e-01 9.199078432344052203e-01 9.259773076351385246e-01 9.319476787395333250e-01 9.355398107318040335e-01 9.369023435564584057e-01 9.382648763811127779e-01
9.070257147103998330e-01 9.117574196105633355e-01 9.142347520190259313e-01 9.161918446217113265e-01 9.232522419858296692e-01 9.283555467472625056e-01 9.340534112867264760e-01 9.364811970470198199e-01 9.372987167418124210e-01 9.382401030570282074e-01
9.109894465639399863e-01 9.118069662587325874e-01 9.113858197492940016e-01 9.187682703265124262e-01 9.246643214586532933e-01 9.308824258038943533e-01 9.342515978794034837e-01 9.371748501213892357e-01 9.374473566863201768e-01 9.381410097606897036e-01
9.119556062032403432e-01 9.149284050933954582e-01 9.150274983897339620e-01 9.218153891889213636e-01 9.270425605707773853e-01 9.318485854431948212e-01 9.344745577961650618e-01 9.366298369915275757e-01 9.375712233067432511e-01 9.382648763811127779e-01
9.117821929346480170e-01 9.114601397215478240e-01 9.177030173908734545e-01 9.234752019025912473e-01 9.291730664420552177e-01 9.338799980181340388e-01 9.343011445275727356e-01 9.364564237229351384e-01 9.376950899271664364e-01 9.381657830847742741e-01
